cap.disk,mid,score,avl.cpu.min,util.cpu.max,util.cpu.avg,avl.mem.min,util.mem.max,util.mem.avg,avl.disk,util.disk,alv.p,inst.cnt,inst.list
1440,machine_1279,1.8,7,77%,55%,0,100%,100%,660,54%,7,6,"[40,60*4,500]"
1440,machine_1282,1.0,20,37%,20%,0,100%,100%,980,32%,7,7,"[40,60*5,120]"
1440,machine_1283,2.6,6,82%,64%,7,89%,89%,980,32%,7,8,"[40,60*7]"
1440,machine_1285,1.0,23,27%,20%,8,88%,85%,1020,29%,7,7,"[60*7]"
1440,machine_1287,1.5,10,69%,51%,12,81%,80%,1000,31%,7,7,"[60*6,80]"
1440,machine_1289,2.3,7,79%,61%,16,75%,75%,1140,21%,7,5,"[60*5]"
1440,machine_1292,1.0,16,49%,35%,7,90%,90%,1040,28%,7,6,"[60*5,100]"
1440,machine_1293,1.0,16,51%,26%,8,88%,87%,1080,25%,7,6,"[60*6]"
1440,machine_1294,4.2,2,94%,77%,4,94%,88%,820,43%,7,10,"[40,60*8,100]"
1440,machine_1297,1.0,16,50%,35%,6,91%,91%,980,32%,7,6,"[60*4,100,120]"
1440,machine_1299,2.8,8,76%,65%,9,86%,85%,900,38%,7,9,"[40,60*7,80]"
1440,machine_1300,1.6,9,72%,52%,1,98%,90%,810,44%,7,9,"[60*8,150]"
1440,machine_1302,1.5,10,69%,54%,0,100%,96%,900,38%,7,7,"[40,60*5,200]"
1440,machine_1303,1.5,11,67%,49%,0,100%,98%,980,32%,7,6,"[40,60*2,100*3]"
1440,machine_1304,1.3,10,67%,52%,8,88%,87%,1040,28%,7,7,"[40,60*6]"
1440,machine_1305,1.3,11,65%,48%,13,79%,78%,600,58%,7,6,"[60*4,100,500]"
1440,machine_1307,1.0,20,37%,31%,9,86%,84%,960,33%,7,7,"[60*5,80,100]"
1440,machine_1310,2.0,4,87%,50%,23,64%,64%,1220,15%,7,4,"[40,60*3]"
1440,machine_1311,1.3,11,66%,49%,14,78%,75%,1000,31%,7,7,"[60*6,80]"
1440,machine_1312,1.3,12,64%,45%,0,100%,93%,980,32%,7,7,"[60*6,100]"
1440,machine_1314,1.0,20,37%,28%,24,63%,61%,860,40%,7,5,"[60*3,100,300]"
1440,machine_1315,1.0,18,43%,31%,0,100%,100%,1060,26%,7,6,"[40,60*4,100]"
1440,machine_1316,1.0,18,44%,25%,8,88%,88%,1060,26%,6,6,"[60*5,80]"
1440,machine_1320,1.4,12,63%,45%,3,95%,92%,840,42%,7,9,"[60*8,120]"
1440,machine_1322,3.1,0,100%,67%,0,100%,100%,1080,25%,6,6,"[60*6]"
1440,machine_1325,1.9,7,79%,55%,7,90%,89%,980,32%,6,7,"[60*6,100]"
1440,machine_1326,1.0,19,42%,40%,8,88%,83%,1060,26%,7,7,"[40*2,60*5]"
1440,machine_1328,1.5,5,84%,49%,0,100%,99%,1020,29%,7,7,"[60*7]"
1440,machine_1331,2.0,6,82%,57%,6,91%,90%,1040,28%,7,7,"[40,60*6]"
1440,machine_1333,2.8,4,89%,63%,8,88%,88%,1040,28%,7,6,"[60*5,100]"
1440,machine_1335,1.2,13,60%,46%,14,79%,78%,980,32%,7,8,"[40,60*7]"
1440,machine_1336,1.4,11,65%,53%,16,75%,75%,1120,22%,7,5,"[40,60*3,100]"
1440,machine_1339,1.0,16,50%,42%,31,52%,51%,1180,18%,7,5,"[40*2,60*3]"
1440,machine_1340,1.0,16,51%,37%,31,52%,52%,1120,22%,7,5,"[40,60*3,100]"
1440,machine_1341,1.0,18,44%,29%,22,66%,66%,1080,25%,7,4,"[40,60*2,200]"
1440,machine_1342,1.0,13,59%,33%,1,98%,98%,1080,25%,6,6,"[60*6]"
1440,machine_1344,1.9,7,78%,53%,8,88%,85%,1040,28%,7,6,"[60*5,100]"
1440,machine_1345,1.0,18,43%,38%,0,100%,100%,1140,21%,7,5,"[40,60*3,80]"
1440,machine_1346,2.6,2,94%,62%,0,100%,99%,1040,28%,7,6,"[60*5,100]"
1440,machine_1347,1.3,11,66%,43%,5,92%,87%,1000,31%,7,6,"[60*4,100*2]"
1440,machine_1348,3.5,1,96%,71%,12,81%,80%,330,77%,7,9,"[40,60*7,650]"
1440,machine_1349,2.7,8,75%,65%,4,95%,93%,1100,24%,7,6,"[40,60*5]"
1440,machine_1350,3.7,5,86%,74%,8,88%,87%,1120,22%,7,5,"[40,60*3,100]"
1440,machine_1351,1.5,7,77%,46%,23,64%,64%,1140,21%,6,5,"[40,60*3,80]"
1440,machine_1352,1.4,12,63%,54%,0,100%,99%,960,33%,7,8,"[40,60*6,80]"
1440,machine_1353,1.0,31,2%,2%,63,2%,2%,1380,4%,7,1,"[60]"
1440,machine_1357,1.9,8,74%,54%,11,83%,83%,1040,28%,7,7,"[40,60*6]"
1440,machine_1361,1.6,11,66%,55%,7,89%,89%,1000,31%,7,7,"[40,60*5,100]"
1440,machine_1362,1.7,10,68%,54%,0,100%,99%,1160,19%,7,4,"[60*3,100]"
1440,machine_1364,1.4,11,65%,50%,5,93%,85%,900,38%,7,9,"[40,60*7,80]"
1440,machine_1365,4.5,0,98%,79%,8,88%,87%,1080,25%,7,6,"[60*6]"
1440,machine_1367,1.0,18,45%,34%,8,88%,85%,1100,24%,7,6,"[40,60*5]"
1440,machine_1370,1.0,17,47%,39%,0,100%,100%,1040,28%,7,7,"[40,60*6]"
1440,machine_1371,1.7,8,75%,53%,8,88%,87%,1020,29%,7,7,"[60*7]"
1440,machine_1372,1.0,16,49%,35%,0,100%,100%,980,32%,7,8,"[40,60*7]"
1440,machine_1373,2.0,10,68%,59%,0,100%,99%,1100,24%,7,6,"[40,60*5]"
1440,machine_1374,1.4,6,81%,45%,0,100%,98%,880,39%,7,7,"[60*6,200]"
1440,machine_1377,1.5,12,64%,51%,8,88%,86%,1040,28%,7,6,"[60*5,100]"
1440,machine_1378,1.8,10,69%,54%,4,94%,93%,1100,24%,7,6,"[40,60*5]"
1440,machine_1379,1.9,9,72%,56%,0,100%,100%,1020,29%,7,7,"[60*7]"
1440,machine_1381,2.7,3,92%,61%,7,90%,89%,1100,24%,6,5,"[60*4,100]"
1440,machine_1382,1.0,17,47%,23%,8,88%,84%,1240,14%,7,3,"[60*2,80]"
1440,machine_1383,1.8,8,77%,42%,0,99%,99%,1320,8%,6,2,"[60*2]"
1440,machine_1385,1.9,7,79%,54%,0,100%,100%,1060,26%,7,6,"[40,60*3,80*2]"
1440,machine_1387,1.2,12,62%,48%,0,100%,92%,860,40%,7,9,"[40,60*6,80,100]"
1440,machine_1388,3.1,5,85%,69%,2,97%,96%,1060,26%,7,7,"[40*2,60*5]"
1440,machine_1389,1.2,11,64%,46%,1,98%,86%,990,31%,7,6,"[60*5,150]"
1440,machine_1391,2.4,7,79%,61%,16,75%,75%,1140,21%,7,5,"[60*5]"
1440,machine_1392,1.0,13,58%,36%,0,100%,100%,1140,21%,7,5,"[40*2,60*2,100]"
1440,machine_1394,1.7,12,64%,51%,23,65%,65%,1200,17%,7,4,"[60*4]"
1440,machine_1395,4.5,0,98%,77%,19,71%,71%,1140,21%,7,5,"[60*5]"
1440,machine_1396,1.0,20,38%,29%,8,88%,80%,1020,29%,7,7,"[60*7]"
1440,machine_1397,1.0,17,46%,25%,16,75%,68%,1200,17%,7,4,"[60*4]"
1440,machine_1398,4.2,0,100%,77%,8,88%,80%,1040,28%,7,6,"[60*5,100]"
1440,machine_1399,3.4,4,88%,71%,0,100%,99%,980,32%,7,7,"[60*6,100]"
1440,machine_1400,1.5,9,71%,51%,7,90%,89%,1040,28%,7,7,"[40,60*6]"
1440,machine_1401,1.0,17,48%,35%,0,100%,95%,840,42%,7,9,"[60*8,120]"
1440,machine_1403,4.5,0,100%,79%,4,94%,93%,1060,26%,7,7,"[40*2,60*5]"
1440,machine_1405,1.2,12,62%,44%,0,100%,98%,1000,31%,7,7,"[60*6,80]"
1440,machine_1406,1.0,25,23%,11%,40,38%,38%,1260,13%,7,3,"[60*3]"
1440,machine_1407,1.3,12,61%,46%,12,81%,80%,1080,25%,7,6,"[60*6]"
1440,machine_1408,1.0,24,25%,20%,8,88%,88%,1160,19%,7,4,"[60*3,100]"
1440,machine_1409,1.1,12,63%,37%,11,82%,81%,960,33%,7,8,"[60*8]"
1440,machine_1411,1.0,18,45%,35%,28,56%,56%,1000,31%,7,7,"[40,60*5,100]"
1440,machine_1412,2.0,3,89%,57%,6,91%,88%,1060,26%,7,6,"[60*5,80]"
1440,machine_1414,1.9,7,79%,58%,3,95%,88%,880,39%,6,9,"[60*8,80]"
1440,machine_1416,2.1,9,72%,54%,24,63%,63%,1200,17%,7,4,"[60*4]"
1440,machine_1417,1.0,23,29%,13%,16,75%,68%,1200,17%,7,4,"[60*4]"
1440,machine_1420,2.8,6,80%,66%,0,100%,96%,1100,24%,7,6,"[40,60*5]"
1440,machine_1421,1.1,11,67%,42%,5,92%,92%,960,33%,5,8,"[60*8]"
1440,machine_1422,3.1,0,99%,66%,0,100%,94%,1120,22%,6,5,"[40,60*2,80*2]"
1440,machine_1423,1.6,10,70%,54%,14,78%,72%,1060,26%,7,6,"[60*5,80]"
1440,machine_1424,2.2,7,77%,58%,0,100%,96%,940,35%,7,7,"[40*3,60*3,200]"
1440,machine_1425,1.0,19,40%,29%,8,88%,84%,1040,28%,7,6,"[60*5,100]"
1440,machine_1427,1.1,13,59%,43%,2,97%,87%,900,38%,7,9,"[40,60*7,80]"
1440,machine_1428,1.1,14,56%,44%,0,100%,97%,1060,26%,7,7,"[40*2,60*5]"
1440,machine_1429,1.3,5,83%,42%,0,100%,100%,1040,28%,7,6,"[60*5,100]"
1440,machine_1433,1.0,21,34%,26%,24,63%,61%,1140,21%,7,5,"[60*5]"
1440,machine_1434,2.2,5,84%,58%,5,93%,89%,920,36%,7,9,"[40,60*8]"
1440,machine_1437,1.1,13,61%,45%,8,88%,87%,1100,24%,7,6,"[40,60*5]"
1440,machine_1439,3.6,0,99%,73%,0,100%,100%,1080,25%,7,6,"[60*6]"
1440,machine_1440,1.3,12,64%,48%,1,98%,93%,940,35%,7,8,"[40,60*6,100]"
1440,machine_1442,1.5,9,72%,50%,10,84%,79%,900,38%,7,9,"[60*9]"
1440,machine_1443,2.3,6,82%,58%,1,99%,99%,960,33%,7,8,"[60*8]"
1440,machine_1444,3.1,3,90%,68%,0,100%,95%,760,47%,7,9,"[40*2,60*5,100,200]"
1440,machine_1445,2.3,2,94%,53%,7,90%,88%,950,34%,7,6,"[60*4,100,150]"
1440,machine_1446,1.0,18,44%,25%,0,100%,97%,1020,29%,7,7,"[60*7]"
1440,machine_1447,4.3,1,97%,78%,0,100%,99%,1080,25%,7,6,"[60*6]"
1440,machine_1448,5.1,1,98%,84%,1,98%,97%,920,36%,7,8,"[60*7,100]"
1440,machine_1449,1.0,16,51%,25%,8,88%,86%,1200,17%,6,4,"[60*4]"
1440,machine_1450,1.0,15,53%,25%,8,88%,87%,1120,22%,7,5,"[60*4,80]"
1440,machine_1452,1.0,14,56%,34%,0,100%,97%,1160,19%,6,5,"[40,60*4]"
1440,machine_1453,4.0,2,95%,75%,10,85%,84%,820,43%,7,8,"[60*7,200]"
1440,machine_1454,4.1,0,98%,75%,4,94%,93%,1120,22%,7,5,"[40,60*3,100]"
1440,machine_1455,3.9,3,91%,75%,5,93%,87%,940,35%,7,8,"[40,60*6,100]"
1440,machine_1457,1.0,12,61%,41%,5,92%,90%,780,46%,7,9,"[40,60*7,200]"
1440,machine_1460,1.0,15,54%,49%,7,90%,90%,1000,31%,7,8,"[40*2,60*6]"
1440,machine_1462,1.2,13,61%,42%,15,77%,75%,1100,24%,7,6,"[40,60*5]"
1440,machine_1463,1.1,13,60%,45%,16,75%,69%,1120,22%,7,5,"[40,60*2,80*2]"
1440,machine_1466,1.0,18,43%,29%,6,91%,81%,920,36%,7,9,"[40,60*8]"
1440,machine_1467,1.1,15,55%,42%,8,88%,87%,1100,24%,7,6,"[40,60*5]"
1440,machine_1468,1.7,6,81%,51%,5,92%,91%,1000,31%,7,6,"[60*4,100*2]"
1440,machine_1470,2.4,2,94%,58%,3,95%,94%,860,40%,7,9,"[60*8,100]"
1440,machine_1471,1.7,8,75%,40%,4,94%,94%,1380,4%,6,1,"[60]"
1440,machine_1472,3.3,4,89%,70%,6,90%,89%,940,35%,7,8,"[40,60*6,100]"
1440,machine_1474,1.5,7,77%,49%,6,91%,88%,900,38%,7,9,"[60*9]"
1440,machine_1475,2.7,5,83%,65%,2,97%,94%,820,43%,7,11,"[40*2,60*9]"
1440,machine_1476,3.1,5,85%,67%,3,96%,95%,880,39%,7,8,"[60*6,100*2]"
1440,machine_1478,2.1,5,85%,56%,0,100%,100%,1080,25%,6,6,"[60*6]"
1440,machine_1479,1.1,13,59%,42%,0,100%,100%,1020,29%,7,7,"[40,60*5,80]"
1440,machine_1480,1.1,13,58%,33%,9,85%,77%,910,37%,7,7,"[60*5,80,150]"
1440,machine_1482,4.2,1,98%,76%,14,79%,74%,900,38%,6,5,"[60*4,300]"
1440,machine_1483,2.9,2,94%,64%,5,92%,86%,900,38%,7,8,"[60*6,80,100]"
1440,machine_1485,2.3,8,77%,62%,0,100%,100%,1100,24%,7,6,"[40*2,60*3,80]"
1440,machine_1486,1.4,10,68%,49%,8,88%,86%,1040,28%,7,7,"[40,60*6]"
1440,machine_1490,1.0,15,52%,40%,20,69%,59%,1140,21%,7,5,"[60*5]"
1440,machine_1491,1.0,19,42%,30%,8,88%,85%,1080,25%,7,6,"[60*6]"
1440,machine_1492,1.2,8,74%,46%,0,100%,97%,1160,19%,6,5,"[40,60*4]"
1440,machine_1493,2.5,4,88%,57%,8,88%,86%,960,33%,7,5,"[60*3,100,200]"
1440,machine_1494,1.0,20,38%,25%,8,88%,87%,1040,28%,7,7,"[40,60*6]"
1440,machine_1495,2.1,8,74%,61%,0,100%,100%,980,32%,7,8,"[40,60*7]"
1440,machine_1497,1.0,21,33%,22%,14,79%,78%,980,32%,7,8,"[40,60*7]"
1440,machine_1498,2.4,9,73%,63%,2,96%,90%,880,39%,7,10,"[40*2,60*8]"
1440,machine_1499,1.0,19,42%,32%,0,100%,100%,980,32%,7,7,"[40,60*4,80,100]"
1440,machine_1500,2.3,7,78%,56%,8,88%,88%,1100,24%,7,5,"[60*4,100]"
1440,machine_1501,1.0,16,51%,31%,8,88%,82%,1080,25%,6,6,"[60*6]"
1440,machine_1502,1.3,11,64%,39%,16,75%,70%,1120,22%,7,5,"[40,60*3,100]"
1440,machine_1503,1.0,25,22%,16%,29,54%,54%,1020,29%,7,6,"[60*4,80,100]"
1440,machine_1504,2.4,6,82%,62%,0,100%,91%,980,32%,7,7,"[60*6,100]"
1440,machine_1507,3.3,2,94%,70%,7,90%,89%,1020,29%,7,7,"[60*7]"
1440,machine_1508,1.7,10,70%,54%,8,88%,87%,1020,29%,7,7,"[60*7]"
1440,machine_1509,1.6,8,74%,52%,0,100%,100%,1040,28%,6,6,"[60*5,100]"
1440,machine_1510,1.0,23,27%,17%,16,75%,73%,1260,13%,7,3,"[60*3]"
1440,machine_1511,1.0,19,41%,27%,0,100%,98%,1000,31%,7,8,"[40*2,60*6]"
1440,machine_1513,2.9,5,84%,67%,0,100%,98%,960,33%,7,7,"[60*5,80,100]"
1440,machine_1515,1.1,14,57%,41%,0,100%,99%,1120,22%,7,5,"[40,60*3,100]"
1440,machine_1516,1.6,9,71%,55%,8,87%,81%,980,32%,7,7,"[60*6,100]"
1440,machine_1518,1.2,9,73%,46%,0,100%,100%,1020,29%,7,7,"[40*2,60*4,100]"
1440,machine_1519,1.6,8,75%,51%,8,88%,87%,1140,21%,6,5,"[60*5]"
1440,machine_1520,1.0,22,31%,25%,24,63%,62%,1060,26%,7,5,"[60*3,80,120]"
1440,machine_1521,1.4,9,72%,49%,4,93%,89%,980,32%,7,7,"[60*6,100]"
1440,machine_1524,3.5,4,88%,72%,8,88%,86%,1160,19%,7,5,"[40,60*4]"
1440,machine_1525,1.2,13,60%,50%,23,65%,57%,1060,26%,7,6,"[60*5,80]"
1440,machine_1526,1.6,9,71%,50%,8,88%,83%,1140,21%,6,5,"[60*5]"
1440,machine_1527,2.5,9,73%,64%,0,100%,95%,1020,29%,7,7,"[60*7]"
1440,machine_1529,1.4,13,60%,48%,1,99%,95%,860,40%,7,9,"[60*8,100]"
1440,machine_1530,1.0,16,51%,35%,10,84%,78%,1200,17%,7,3,"[60,80,100]"
1440,machine_1531,1.0,16,50%,39%,8,88%,87%,980,32%,7,7,"[40,60*5,120]"
1440,machine_1532,1.0,15,53%,43%,4,94%,93%,840,42%,7,10,"[60*10]"
1440,machine_1533,1.0,17,48%,31%,6,91%,91%,1040,28%,7,6,"[60*5,100]"
1440,machine_1535,1.0,18,44%,30%,0,100%,93%,960,33%,7,8,"[60*8]"
1440,machine_1536,3.7,3,90%,74%,0,100%,98%,1020,29%,7,7,"[60*7]"
1440,machine_1539,2.6,7,78%,61%,10,85%,85%,920,36%,7,8,"[40,60*5,80,100]"
1440,machine_1540,1.7,10,69%,55%,0,100%,100%,960,33%,7,7,"[40,60*4,100*2]"
1440,machine_1541,3.7,3,89%,73%,3,96%,95%,1080,25%,7,6,"[60*6]"
1440,machine_1542,1.4,12,61%,52%,6,91%,91%,940,35%,7,9,"[40*2,60*7]"
1440,machine_1543,1.0,20,36%,32%,15,77%,72%,1040,28%,7,7,"[40,60*6]"
1440,machine_1545,1.7,10,67%,54%,15,77%,76%,1100,24%,7,5,"[60*4,100]"
1440,machine_1548,1.4,10,68%,48%,0,100%,98%,980,32%,7,6,"[60*3,80,100*2]"
1440,machine_1549,1.2,12,62%,49%,10,84%,82%,740,49%,7,8,"[40,60*6,300]"
1440,machine_1550,1.3,12,62%,48%,16,75%,73%,1160,19%,7,4,"[60*3,100]"
1440,machine_1552,1.1,12,63%,42%,0,100%,93%,1060,26%,6,6,"[40,60*3,80*2]"
1440,machine_1553,1.0,14,57%,39%,0,100%,99%,1080,25%,7,6,"[60*6]"
1440,machine_1555,1.0,23,29%,19%,9,86%,83%,940,35%,7,8,"[40,60*6,100]"
1440,machine_1556,1.6,7,77%,55%,13,80%,74%,820,43%,7,8,"[60*7,200]"
1440,machine_1557,1.7,8,76%,44%,10,84%,82%,800,44%,7,10,"[60*9,100]"
1440,machine_1558,1.0,18,45%,36%,24,63%,62%,1180,18%,7,4,"[40,60*2,100]"
1440,machine_1559,4.0,1,96%,75%,0,100%,100%,1080,25%,7,6,"[60*6]"
1440,machine_1560,1.0,22,30%,23%,16,75%,72%,1140,21%,7,5,"[60*5]"
1440,machine_1562,1.1,12,61%,42%,16,75%,75%,1100,24%,7,6,"[40,60*5]"
1440,machine_1563,1.0,17,48%,30%,16,75%,75%,1060,26%,7,6,"[40,60*4,100]"
1440,machine_1565,3.6,1,97%,73%,0,100%,99%,1080,25%,6,6,"[60*6]"
1440,machine_1568,1.7,7,78%,52%,0,100%,100%,1000,31%,7,7,"[40,60*5,100]"
1440,machine_1569,4.0,0,98%,75%,8,88%,83%,1160,19%,6,5,"[40,60*4]"
1440,machine_1570,3.1,2,93%,67%,1,98%,90%,1060,26%,7,6,"[40,60*4,100]"
1440,machine_1572,2.5,8,74%,63%,1,98%,90%,680,53%,7,9,"[60*6,100*2,200]"
1440,machine_1573,1.0,24,25%,16%,40,38%,38%,1260,13%,7,3,"[60*3]"
1440,machine_1574,1.0,12,62%,32%,0,100%,92%,1160,19%,6,5,"[40,60*4]"
1440,machine_1575,2.2,7,77%,60%,10,84%,81%,1100,24%,7,6,"[40,60*5]"
1440,machine_1576,1.0,15,53%,35%,0,100%,96%,1060,26%,7,6,"[60*5,80]"
1440,machine_1577,4.3,3,92%,78%,16,75%,75%,1060,26%,7,6,"[40,60*4,100]"
1440,machine_1578,1.0,19,40%,25%,8,88%,78%,1100,24%,7,5,"[60*4,100]"
1440,machine_1581,2.2,8,75%,61%,32,50%,49%,1180,18%,7,4,"[40,60*2,100]"
1440,machine_1582,1.8,7,77%,42%,3,96%,96%,1320,8%,6,2,"[60*2]"
1440,machine_1583,4.1,0,100%,76%,3,96%,91%,980,32%,7,8,"[40,60*7]"
1440,machine_1584,1.2,11,65%,46%,7,89%,88%,1120,22%,7,5,"[40,60*3,100]"
1440,machine_1586,1.0,19,41%,39%,0,100%,99%,1140,21%,7,5,"[40,60*3,80]"
1440,machine_1587,3.6,5,84%,73%,9,85%,84%,800,44%,7,9,"[40*2,60*6,200]"
1440,machine_1589,4.3,2,95%,79%,9,86%,82%,980,32%,7,8,"[40,60*7]"
1440,machine_1590,1.0,15,52%,34%,0,100%,99%,1100,24%,6,5,"[40,60*3,120]"
1440,machine_1591,1.0,22,31%,18%,32,50%,50%,1200,17%,7,4,"[60*4]"
1440,machine_1592,1.1,12,61%,44%,8,88%,87%,840,42%,7,6,"[60*5,300]"
1440,machine_1593,1.2,14,58%,47%,8,88%,87%,1000,31%,7,6,"[60*4,80,120]"
1440,machine_1594,1.1,14,56%,50%,8,88%,88%,1040,28%,7,7,"[40,60*6]"
1440,machine_1595,3.0,6,81%,64%,22,65%,64%,1140,21%,7,5,"[60*5]"
1440,machine_1597,1.2,11,66%,46%,16,75%,72%,1140,21%,7,5,"[40*2,60*2,100]"
1440,machine_1598,1.6,10,68%,52%,8,88%,87%,1060,26%,7,6,"[40,60*4,100]"
1440,machine_1599,1.2,10,68%,45%,0,100%,94%,1140,21%,7,5,"[40,60*3,80]"
1440,machine_1600,2.0,7,78%,58%,6,91%,88%,1040,28%,7,7,"[40*2,60*4,80]"
1440,machine_1601,1.1,13,60%,39%,0,100%,99%,1100,24%,7,5,"[60*4,100]"
1440,machine_1602,2.3,3,90%,50%,0,100%,99%,1160,19%,6,4,"[60*3,100]"
1440,machine_1604,4.0,1,97%,75%,5,93%,90%,920,36%,7,9,"[40,60*8]"
1440,machine_1605,1.0,16,50%,27%,0,100%,94%,1160,19%,6,5,"[40,60*4]"
1440,machine_1608,2.0,9,72%,59%,7,89%,89%,980,32%,7,8,"[40,60*7]"
1440,machine_1610,1.8,7,77%,41%,3,95%,95%,1320,8%,6,2,"[60*2]"
1440,machine_1611,1.0,19,40%,27%,16,75%,75%,1260,13%,7,3,"[60*3]"
1440,machine_1612,1.1,14,58%,38%,12,81%,80%,1120,22%,7,6,"[40*3,60*2,80]"
1440,machine_1615,4.6,0,99%,80%,2,97%,93%,800,44%,7,11,"[40,60*10]"
1440,machine_1617,1.9,8,75%,56%,5,93%,90%,900,38%,7,9,"[40*2,60*5,80*2]"
1440,machine_1619,1.2,12,61%,44%,14,78%,78%,1080,25%,7,4,"[40,60*2,200]"
1440,machine_1620,5.0,0,99%,83%,16,75%,71%,1160,19%,7,4,"[60*3,100]"
1440,machine_1621,2.4,5,84%,58%,10,85%,83%,1020,29%,7,7,"[60*7]"
1440,machine_1623,2.8,5,85%,66%,0,100%,97%,1020,29%,7,7,"[60*7]"
1440,machine_1624,2.5,7,78%,63%,1,98%,90%,920,36%,7,6,"[40,60*3,100,200]"
1440,machine_1625,1.2,12,63%,47%,25,61%,58%,940,35%,6,6,"[60*5,200]"
1440,machine_1631,2.7,5,84%,63%,11,82%,71%,920,36%,7,7,"[40,60*5,180]"
1440,machine_1633,2.7,9,73%,65%,1,99%,94%,1000,31%,7,7,"[60*6,80]"
1440,machine_1634,3.4,1,97%,71%,3,95%,91%,1060,26%,6,6,"[60*5,80]"
1440,machine_1635,1.0,19,40%,32%,10,84%,82%,920,36%,7,9,"[40,60*8]"
1440,machine_1636,1.5,6,81%,46%,4,93%,92%,1000,31%,6,7,"[60*6,80]"
1440,machine_1637,3.7,2,94%,72%,28,56%,56%,1120,22%,7,3,"[60*2,200]"
1440,machine_1638,1.1,13,61%,39%,23,64%,61%,1200,17%,6,4,"[60*4]"
1440,machine_1640,1.2,13,60%,41%,23,64%,64%,1100,24%,7,5,"[60*4,100]"
1440,machine_1641,1.2,12,63%,44%,0,100%,100%,1100,24%,6,6,"[40,60*5]"
1440,machine_1642,3.1,2,93%,67%,3,95%,95%,1040,28%,7,7,"[40,60*6]"
1440,machine_1643,1.0,21,36%,32%,0,100%,97%,880,39%,7,8,"[40,60*4,80,100*2]"
1440,machine_1644,1.0,15,54%,34%,0,100%,94%,1040,28%,7,6,"[60*4,80*2]"
1440,machine_1645,1.9,9,73%,54%,0,100%,100%,1000,31%,7,7,"[40,60*5,100]"
1440,machine_1646,1.6,9,71%,52%,9,85%,82%,860,40%,7,10,"[40,60*9]"
1440,machine_1648,3.1,7,78%,69%,13,80%,79%,1040,28%,7,7,"[40,60*6]"
1440,machine_1649,1.1,12,61%,43%,8,88%,85%,1040,28%,7,7,"[40,60*6]"
1440,machine_1651,1.0,23,29%,16%,37,42%,41%,1140,21%,7,5,"[60*5]"
1440,machine_1653,2.4,7,79%,61%,2,97%,96%,960,33%,7,8,"[60*8]"
1440,machine_1654,1.0,16,51%,46%,0,100%,100%,980,32%,7,8,"[40,60*7]"
1440,machine_1655,1.2,11,66%,47%,6,91%,89%,920,36%,7,9,"[40,60*8]"
1440,machine_1658,1.1,11,65%,43%,10,85%,79%,920,36%,7,8,"[60*7,100]"
1440,machine_1659,1.4,11,67%,50%,0,100%,100%,1100,24%,7,5,"[60*4,100]"
1440,machine_1661,3.4,3,92%,70%,0,100%,100%,980,32%,7,8,"[40,60*7]"
1440,machine_1664,1.0,16,49%,29%,0,100%,99%,1100,24%,6,5,"[60*4,100]"
1440,machine_1665,1.0,16,50%,37%,13,80%,80%,1000,31%,7,6,"[60*4,100*2]"
1440,machine_1666,1.8,8,77%,41%,3,95%,95%,1320,8%,6,2,"[60*2]"
1440,machine_1668,1.0,19,41%,28%,24,63%,63%,1140,21%,7,5,"[40,60*3,80]"
1440,machine_1669,1.9,8,77%,54%,0,100%,98%,940,35%,7,8,"[60*7,80]"
1440,machine_1670,3.7,2,94%,73%,0,100%,95%,980,32%,7,7,"[40,60*4,80,100]"
1440,machine_1671,1.0,16,49%,31%,0,100%,100%,960,33%,7,8,"[60*8]"
1440,machine_1672,1.7,10,69%,54%,8,88%,88%,1120,22%,7,6,"[40*3,60*2,80]"
1440,machine_1673,1.0,17,47%,34%,8,88%,88%,980,32%,7,7,"[40,60*5,120]"
1440,machine_1674,1.0,21,36%,24%,16,75%,75%,970,33%,7,5,"[60*2,100*2,150]"
1440,machine_1675,1.0,15,53%,35%,20,69%,66%,1100,24%,7,6,"[40,60*5]"
1440,machine_1676,2.0,10,69%,59%,8,88%,83%,1100,24%,7,6,"[40,60*5]"
1440,machine_1678,2.8,3,91%,63%,0,100%,100%,1060,26%,6,6,"[60*5,80]"
1440,machine_1679,1.0,14,55%,45%,16,75%,74%,1140,21%,7,5,"[40*2,60*2,100]"
1440,machine_1680,3.8,1,98%,74%,1,98%,89%,960,33%,7,8,"[60*8]"
1440,machine_1681,1.0,19,39%,17%,24,63%,60%,1320,8%,6,2,"[60*2]"
1440,machine_1682,1.0,16,50%,44%,9,86%,71%,920,36%,7,9,"[40,60*8]"
1440,machine_1683,2.9,5,85%,67%,8,88%,87%,1140,21%,7,5,"[60*5]"
1440,machine_1684,1.2,7,77%,44%,8,88%,88%,1100,24%,7,6,"[40,60*5]"
1440,machine_1688,1.5,11,66%,49%,4,94%,94%,1040,28%,7,7,"[40,60*6]"
1440,machine_1689,1.7,9,73%,55%,0,100%,100%,980,32%,7,8,"[40,60*7]"
1440,machine_1690,1.0,22,30%,23%,5,92%,68%,980,32%,7,7,"[40,60*4,80,100]"
1440,machine_1691,2.7,6,82%,63%,12,82%,80%,900,38%,7,9,"[60*9]"
1440,machine_1692,2.4,7,78%,63%,0,100%,95%,1080,25%,7,6,"[60*6]"
1440,machine_1693,3.3,3,90%,70%,17,73%,71%,76,95%,7,7,"[40,60*5,1024]"
